name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
root	1	no rank	0	470	286	0.0
Bacteria	2	superkingdom	0	1282	173	0.0
Azorhizobium	6	genus	0	1	0	0.0
Buchnera aphidicola	9	species	1511436	94	50	0.0
Cellvibrio	10	genus	0	1	0	0.0
Dictyoglomus thermophilum	14	species	17410	3	0	0.0
Methylophilus	16	genus	0	1	0	0.0
Pelobacter	18	genus	0	8	0	0.0
Pelobacter carbinolicus	19	species	4914	1	0	0.0
Shewanella	22	genus	0	18	2	0.0
Shewanella putrefaciens	24	species	347065	4	0	0.0
Myxococcales	29	order	0	23	0	0.0
Myxococcaceae	31	family	0	3	0	0.0
Myxococcus	32	genus	0	6	0	0.0
Myxococcus fulvus	33	species	281935	3	0	0.0
Myxococcus xanthus	34	species	1434373	18	0	0.0
Myxococcus macrosporus	35	species	73732	2	0	0.0
Archangiaceae	39	family	0	2	0	0.0
Stigmatella aurantiaca	41	species	172622	2	0	0.0
Cystobacter fuscus	43	species	12499660	36	22	0.0
Melittangium	44	genus	0	1	0	0.0
Melittangium lichenicola	45	species	73758	1	0	0.0
Archangium	47	genus	0	1	0	0.0
Archangium gephyra	48	species	12513146	47	31	0.0
Polyangiaceae	49	family	0	1	0	0.0
Chondromyces crocatus	52	species	11778529	29	21	0.0
Nannocystis exedens	54	species	23794	1	0	0.0
Sorangium cellulosum	56	species	1788714	9	1	0.0
Vitreoscilla filiformis	63	species	3789124	44	16	0.0
Lysobacter	68	genus	0	1	0	0.0
Lysobacter enzymogenes	69	species	12580679	53	36	0.0
Caulobacter	75	genus	0	5	0	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Hyphomonas	85	genus	0	3	0	0.0
Leptothrix	88	genus	0	2	0	0.0
Gallionella	96	genus	0	4	0	0.0
Flectobacillus	101	genus	0	2	0	0.0
Cyclobacterium marinum	104	species	13694	1	0	0.0
Runella	105	genus	0	1	0	0.0
Spirosoma	107	genus	0	3	0	0.0
Spirosoma linguale	108	species	8484	1	0	0.0
Planctomycetales	112	order	0	2	0	0.0
Planctomyces	118	genus	0	1	0	0.0
Gimesia maris	122	species	10543	1	0	0.0
Pirellula	123	genus	0	1	0	0.0
Pirellula staleyi	125	species	5273	1	0	0.0
Isosphaera pallida	128	species	3093	2	0	0.0
Methylocystis	133	genus	0	2	0	0.0
Spirochaetales	136	order	0	19	0	0.0
Spirochaetaceae	137	family	17095	8	0	0.0
Borrelia	138	genus	0	7	2	0.0
Borreliella burgdorferi	139	species	9661107	51	18	0.0
Borrelia hermsii	140	species	2215486	59	32	0.0
Borrelia parkeri	141	species	32116	6	0	0.0
Borrelia turicatae	142	species	1419778	40	6	0.0
Borrelia anserina	143	species	14360	8	0	0.0
Spirochaeta aurantia	147	species	38845	2	2	0.0
Treponema	157	genus	0	142	0	0.0
Brachyspira hyodysenteriae	159	species	3412921	207	6	0.0
Treponema pallidum	160	species	277332	16	5	0.0
Treponema pallidum subsp. pallidum	161	subspecies	42114488	1	0	0.0
Treponema succinifaciens	167	species	3041	38	0	0.0
Leptospiraceae	170	family	0	2	0	0.0
Leptospira	171	genus	351	1	0	0.0
Leptospira interrogans	173	species	5402254	110	52	0.0
Leptospira borgpetersenii	174	species	262108	27	11	0.0
Leptospirillum ferrooxidans	180	species	475470	3	2	0.0
Aquaspirillum	187	genus	0	2	0	0.0
Magnetospirillum magnetotacticum	188	species	37023	2	0	0.0
Azospirillum	191	genus	0	16	0	0.0
Azospirillum brasilense	192	species	14768781	119	28	0.0
Azospirillum lipoferum	193	species	155226	8	0	0.0
Campylobacter	194	genus	0	50	12	0.0
Campylobacter coli	195	species	33745666	598	134	2.05453e-06
Campylobacter fetus	196	species	231951	40	23	0.0
Campylobacter jejuni	197	species	149104840	442	105	8.73276e-22
Campylobacter hyointestinalis	198	species	103407	4	0	0.0
Campylobacter concisus	199	species	2313426	112400	111376	0.00380644
Campylobacter curvus	200	species	23777	20	0	0.0
Campylobacter lari	201	species	2219930	70	14	0.0
Campylobacter mucosalis	202	species	15466	3	0	0.0
Campylobacter rectus	203	species	69540	1	1	0.0
Campylobacter showae	204	species	73992	99	5	2.58049e-18
Campylobacter sputorum	206	species	1719642	89	26	0.0
Helicobacter	209	genus	0	11	2	0.0
Helicobacter pylori	210	species	125372322	34788	32803	2.37791e-05
Helicobacter acinonychis	212	species	1944571	44	3	0.0
Helicobacter cinaedi	213	species	2407214	17	1	0.0
Helicobacter felis	214	species	207218	2	1	0.0
Helicobacter fennelliae	215	species	42561	1	0	0.0
Helicobacter mustelae	217	species	39705	1	0	0.0
Helicobacter sp.	218	species	27852	1	0	0.0
Achromobacter	222	genus	0	23	0	0.0
Alteromonas	226	genus	2057	10	1	0.0
Pseudoalteromonas carrageenovora	227	species	42872	1	0	0.0
Brucella	234	genus	0	65	34	0.0
Brucella abortus	235	species	101262887	11	9	0.0
Flavobacterium	237	genus	0	4	0	0.0
Elizabethkingia meningoseptica	238	species	11983870	330	11	0.0
Flavobacterium aquatile	245	species	19320	1	0	0.0
Empedobacter brevis	247	species	30990	1	1	0.0
Chryseobacterium indologenes	253	species	15493344	248	64	0.0
Francisella	262	genus	0	10	0	0.0
Francisella tularensis	263	species	5779638	103	38	0.0
Francisella tularensis subsp. novicida	264	subspecies	6008911	37	5	0.0
Paracoccus	265	genus	0	3	0	0.0
Paracoccus denitrificans	266	species	230518	2	0	0.0
Thermus	270	genus	0	6	0	0.0
Thermus aquaticus	271	species	172161	1	0	0.0
Thermus thermophilus	274	species	2368104	8	3	0.0
Xanthobacter	279	genus	0	1	0	0.0
