name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Yersinia kristensenii	28152	species	4496569	1347	0	3.34646e-36
Vibrio nigripulchritudo	28173	species	6322155	1	1	0.0
Alphaproteobacteria	28211	class	0	1	0	0.0
Burkholderia pseudomallei	28450	species	11222453	2	0	0.0
Salmonella enterica	28901	species	6689149	165956	333	1.59612e-06
Staphylococcus saprophyticus	29385	species	3903594	24	24	0.0
Staphylococcus capitis	29388	species	2503265	17227	0	1.54883e-19
Pseudomonas savastanoi	29438	species	6112448	2	0	0.0
Veillonella parvula	29466	species	2132142	2	0	0.0
Pectobacterium atrosepticum	29471	species	7546597	5	2	0
Yersinia aldovae	29483	species	4471090	1	0	1.40958e-28
Yersinia frederiksenii	29484	species	4550894	1342	0	2.45384e-36
Yersinia rohdei	29485	species	4372253	145	2	6.54457e-38
Yersinia ruckeri	29486	species	7304941	1	1	0.0
Photorhabdus luminescens	29488	species	5688987	1	0	2.47892e-41
Turneriella parva	29510	species	4409302	6	5	0.0
Rhodobacteraceae	31989	family	0	1	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	1	0	0.0
Achromobacter denitrificans	32002	species	6226215	7	4	4.77811e-07
Burkholderia	32008	genus	0	1	0	0.0
Xanthomonadaceae	32033	family	0	2	0	0.0
synthetic construct	32630	species	26537524	15352	11	3.04961e-07
Rathayibacter tritici	33888	species	3354681	2	0	9.97646e-34
Anoxybacillus flavithermus	33934	species	2846746	361	0	1.46667e-58
Geobacillus thermodenitrificans	33940	species	3608012	363	0	2.52115e-61
Melissococcus plutonius	33970	species	2059558	1	1	0.0
Rahnella	34037	genus	0	10	0	0.0
Rahnella aquatilis	34038	species	5656799	1770	0	5.27601e-61
Moraxella osloensis	34062	species	2649137	2341	1	1.06573e-48
Variovorax paradoxus	34073	species	6817856	1	0	0.0
Acholeplasma oculi	35623	species	1587120	2	0	0.0
Citrobacter amalonaticus	35703	species	7931914	11870	175	0
Nocardia seriolae	37332	species	8304518	2	2	0.0
Enterococcus casseliflavus	37734	species	3427276	1	0	0.0
Rhodococcus opacus	37919	species	8880502	4	3	1.2249e-44
Acinetobacter johnsonii	40214	species	4081329	6	5	6.24787e-07
Aliivibrio salmonicida	40269	species	4655660	1	0	0.0
Xenorhabdus bovienii	40576	species	4523083	1	1	0.0
Nitrospira moscoviensis	42253	species	4589485	1	0	0.0
Rhodococcus equi	43767	species	5043170	3	3	2.54334e-07
Ferrimonas balearica	44012	species	4279159	1	1	0.0
Paenibacillus	44249	genus	0	4	0	0.0
Streptococcus cristatus	45634	species	2142100	2235	0	3.02981e-36
Salinicoccus	45669	genus	0	1706	0	0.0
Staphylococcus pasteuri	45972	species	2559946	4389	7	3.42365e-07
Autographa californica nucleopolyhedrovirus	46015	leaf	133894	4	0	0
Lactobacillus rhamnosus	47715	species	3484485	13084	24	1.35654e-39
Bibersteinia trehalosi	47735	species	2411529	5	0	0.0
Pseudomonas azotoformans	47878	species	6859618	2	0	3.57516e-18
Pseudomonas fulva	47880	species	4920769	3	0	7.80043e-18
Serratia fonticola	47917	species	12326310	10	5	1.72393e-07
Ralstonia	48736	genus	0	5	0	0.0
Pediococcus damnosus	51663	species	11570178	6218	0	6.31245e-66
Aerococcus urinaeequi	51665	species	4067667	1	1	0.0
Actinomyces meyeri	52773	species	2049088	6	0	0.0
Pantoea	53335	genus	0	1384	0	0.0
Enterococcus durans	53345	species	6143683	8	0	5.53062e-20
Enterococcus mundtii	53346	species	3351060	1	0	0.0
Nakamurella multipartita	53461	species	6060298	3	0	9.54233e-36
Raoultella ornithinolytica	54291	species	13911666	1511	3	0
Pleurocapsa minor	54308	species	4986817	2	1	0.0
Salmonella bongori	54736	species	4542714	1850	7	0
Sediminispirochaeta smaragdinae	55206	species	4653970	3	0	0.0
Pectobacterium wasabiae	55208	species	5043228	20	4	0.0
Staphylococcus phage 187	55511	species	39620	1	0	2.58165e-21
Rhizobium gallicum	56730	species	7311190	2	2	0.0
Burkholderia thailandensis	57975	species	9210179	2	0	0.0
Colwellia sp. MT41	58049	species	4337945	3	3	0.0
Streptococcus macedonicus	59310	species	2142762	394	0	6.2292e-15
Shewanella sp. MR-4	60480	species	4706287	1	1	0.0
Lactobacillus paraplantarum	60520	species	3139729	4	0	0.0
Burkholderia vietnamiensis	60552	species	14209387	2	0	9.57515e-42
Enterobacter asburiae	61645	species	6470569	1712	34	0
Lelliottia amnigena	61646	species	4616371	2992	6	0
Pluralibacter gergoviae	61647	species	5489680	42	1	7.76083e-08
Kluyvera intermedia	61648	species	6166452	6565	8	2.77434e-07
Serratia rubidaea	61652	species	4922834	5	0	2.33862e-20
Aquifex aeolicus	63363	species	1590791	4	0	0.0
Sodalis glossinidius	63612	species	4292502	1	1	9.90084e-08
Edwardsiella ictaluri	67780	species	3812301	2	0	0
Citrobacter rodentium	67825	species	5444283	3959	15	0
Actinobacillus succinogenes	67854	species	2319663	1	1	1.83214e-07
Streptomyces cyaneogriseus	68192	species	7762396	1	1	0.0
Cupriavidus basilensis	68895	species	8421483	3	3	0.0
Pseudomonas sp. VLB120	69328	species	5966222	1	0	0.0
Desulfuromonadales	69541	order	0	1	0	0.0
Macrococcus caseolyticus	69966	species	2219737	12	12	1.72315e-06
Staphylococcus condimenti	70255	species	2659676	1	0	0.0
Pseudomonas plecoglossicida	70775	species	6233254	2	0	5.51621e-18
Shewanella oneidensis	70863	species	5131424	1	0	0.0
Alteromonadaceae	72275	family	0	3	0	0.0
Thermaerobacter marianensis	73919	species	2844696	4	0	0
Photobacterium profundum	74109	species	6403280	3	2	1.32743e-07
Pseudomonas balearica	74829	species	4383480	1	0	3.48265e-18
Pseudomonas mandelii	75612	species	7188564	2	0	2.29261e-18
Pseudomonas monteilii	76759	species	5553188	5	0	8.37471e-18
Solibacillus silvestris	76853	species	3987727	5	4	4.26302e-07
Streptococcus constellatus	76860	species	1954077	13915	2	8.45845e-25
Pseudomonas mosselii	78327	species	6247860	1	0	7.46728e-08
Burkholderiales	80840	order	0	3	0	0.0
Delftia acidovorans	80866	species	6767514	1	1	0.0
Frateuria aurantia	81475	species	3603458	2	0	0.0
Cupriavidus gilardii	82541	species	5578743	7	6	1.56351e-07
Obesumbacterium proteus	82983	species	5011796	376	1	0
Serratia plymuthica	82996	species	6554843	424	1	3.69384e-07
gamma proteobacterium HdN1	83406	species	4587455	2	2	0.0
Leclercia adecarboxylata	83655	species	4803917	3053	8	2.66808e-07
Microbacterium chocolatum	84292	species	3168630	3	0	1.36797e-07
Sodalis	84565	genus	0	1	0	0.0
Gordonia polyisoprenivorans	84595	species	5844299	2	2	0.0
Achromobacter xylosoxidans	85698	species	9063264	5	0	3.45598e-24
Asaia bogorensis	91915	species	3198265	2	0	0.0
Pandoraea norimbergensis	93219	species	6167370	1	1	0.0
Pandoraea pulmonicola	93221	species	5867621	1	0	0.0
Edwardsiella hoshinae	93378	species	3811650	1	1	0.0
Ramlibacter tataouinensis	94132	species	4493411	1	0	6.37525e-43
Burkholderia cenocepacia	95486	species	15410767	3	2	0
Halobacteriovorax marinus	97084	species	3437906	1	1	1.2362e-07
Lactobacillus mucosae	97478	species	2434610	20395	9984	0.00174909
Bacillus sp. OxB-1	98228	species	3594618	3	3	0.0
Streptococcus infantarius	102684	species	1913271	387	0	8.23192e-17
Saccharothrix espanaensis	103731	species	9360653	4	0	0
Ralstonia mannitolilytica	105219	species	9915295	73	33	1.43324e-06
Staphylococcus phage phiETA	106284	species	43081	2	0	9.97359e-18
Cupriavidus	106589	genus	0	4	0	0.0
Cupriavidus necator	106590	species	7948767	9	2	1.1206e-07
Mycobacterium vanbaalenii	110539	species	6491865	1	0	1.13017e-29
Bradyrhizobium sp. ORS 278	114615	species	7456587	5	4	0.0
Denitrovibrio acetiphilus	118000	species	3222077	2	0	0.0
Rhodobiaceae	119043	family	0	2	0	0.0
Cupriavidus metallidurans	119219	species	6913352	1	1	6.24172e-08
Pectobacterium	122277	genus	0	14	0	0.0
Geobacillus	129337	genus	0	2	0	0.0
Carboxydothermus hydrogenoformans	129958	species	2401520	4	0	7.07875e-07
Kineococcus radiotolerans	131568	species	4956672	1	0	9.07511e-46
Mycobacterium goodii	134601	species	7105933	41	2	1.48272e-07
Pseudomonadaceae	135621	family	0	5	0	0.0
Weissella cibaria	137591	species	2577731	3	3	0.0
Isoptericola variabilis	139208	species	3307740	1	1	0.0
[Eubacterium] sulci	143393	species	1739380	1	1	0.0
Corynebacterium simulans	146827	species	5336673	4	3	2.40267e-07
Carnobacterium inhibens	147709	species	2497115	2	0	0.0
Paraburkholderia phymatum	148447	species	8676562	13	13	0.0
Streptococcus lutetiensis	150055	species	1975547	1	0	0.0
Burkholderia ambifaria	152480	species	11349840	2	0	3.25728e-39
Sphingomonas melonis	152682	species	4196755	1	1	1.01267e-07
Nitrosomonas sp. AL212	153948	species	3337023	1	0	0.0
Bacillus toyonensis	155322	species	5025419	2	0	2.17217e-20
Jeotgalibacillus	157226	genus	0	1706	0	0.0
Pseudomonas cremoricolorata	157783	species	4780403	3	0	0.0
Cedecea neteri	158822	species	23867322	6069	30	7.13363e-08
Enterobacter hormaechei	158836	species	11766809	4436	2	0
Collimonas fungivorans	158899	species	5393313	1	1	0.0
Anaeromyxobacter dehalogenans	161493	species	5021404	6	6	0.0
Corynebacterium kroppenstedtii	161879	species	2446804	6	0	0.0
Mycobacterium sp. MCS	164756	species	5920523	4	0	2.10315e-24
Mycobacterium sp. JLS	164757	species	6048425	4	0	1.32249e-24
Weissella koreensis	165096	species	1441470	1	0	0.0
Tistrella mobilis	171437	species	6512983	1	1	0.0
Bacteroidales	171549	order	0	1	0	0.0
Alicycliphilus denitrificans	179636	species	4953232	2	0	0.0
Erwinia billingiae	182337	species	5372268	7	1	0
Staphylococcus phage 13	186153	species	42722	1	0	0.0
Lambdavirus	186765	genus	0	1134	0	0.0
Bacillaceae	186817	family	0	1706	0	0.0
Pediococcus claussenii	187452	species	2958378	6184	0	4.94818e-50
Mycobacterium sp. KMS	189918	species	6256079	4	0	6.3212e-25
Ralstonia insidiosa	190721	species	12164766	40	25	4.88088e-07
Planococcus maritimus	192421	species	3280721	2	2	0.0
Streptococcus pasteurianus	197614	species	2100077	210	0	5.26243e-46
Pseudomonas koreensis	198620	species	12292986	5	5	1.81056e-07
Pseudomonas poae	200451	species	5512241	1	0	0.0
Dickeya	204037	genus	0	4	0	0.0
Dickeya dadantii	204038	species	4922802	6	0	6.9439e-134
Dickeya zeae	204042	species	4675379	3	0	0.0
Herminiimonas arsenicoxydans	204773	species	3424307	2	0	1.04744e-16
Novosphingobium pentaromativorans	205844	species	5457578	1	0	0.0
Parvularcula bermudensis	208216	species	2902643	2	0	0
Enterobacter kobei	208224	species	4927478	10	2	0
Carnobacterium sp. 17-4	208596	species	2685399	2	2	0.0
Escherichia albertii	208962	species	4679521	224516	353	5.79323e-06
Mycobacterium sp. JS623	212767	species	7221766	1	1	0.0
Treponema caldarium	215591	species	3239340	3	3	0.0
Erwinia sp. Ejp617	215689	species	3957675	2	0	0
Pseudomonas rhizosphaerae	216142	species	4688635	1	1	0.0
Clostridium carboxidivorans	217159	species	5752782	1	0	0
Methylobacterium populi	223967	species	5848997	5	0	2.95914e-07
Belliella baltica	232259	species	4196595	8	0	0.0
Alteromonas stellipolaris	233316	species	9533996	1	0	0.0
Lactobacillus paracollinoides	240427	species	10733574	15957	0	1.30053e-50
Klebsiella variicola	244366	species	10894097	2615	3	0
Staphylococcus equorum	246432	species	8544915	47	8	7.31925e-08
Cupriavidus pinatubonensis	248026	species	7255290	1	0	0.0
Pseudomonas syringae group genomosp. 3	251701	species	6538260	1	0	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	2	0	0.0
Ethanoligenens harbinense	253239	species	3008576	1	0	1.41261e-07
Fictibacillus arsenicus	255247	species	4055461	3	3	0.0
Parvibaculum lavamentivorans	256618	species	3914745	2	0	2.45927e-22
Streptococcus pseudopneumoniae	257758	species	2195458	7425	0	1.21172e-26
Staphylococcus phage 77	259901	species	41708	5262	0	0
Mycobacterium liflandii	261524	species	6399543	3	0	1.11e-27
Lysobacter gummosus	262324	species	6056618	2	2	0.0
Yersinia aleksiciae	263819	species	4000307	6	4	3.22348e-07
Ferrimonadaceae	267892	family	0	3	0	0.0
Methylobacterium aquaticum	270351	species	7557960	2	2	1.12463e-07
Bombyx mori nucleopolyhedrovirus	271108	species	128413	10	0	0
Collimonas arenae	279058	species	15078336	3	2	0.0
Alteromonas addita	287094	species	4649146	1	0	0.0
Arthrobacter sp. FB24	290399	species	5070478	4	4	2.51452e-07
Polaromonas sp. JS666	296591	species	5898676	2	0	0.0
Enterobacter ludwigii	299767	species	4952770	1741	2	0
Roseburia hominis	301301	species	3592125	1	1	0.0
Persephonella marina	309805	species	1983966	4	0	0.0
Psychromonas sp. CNPT3	314282	species	3052410	100	0	2.11925e-87
Pseudoxanthomonas suwonensis	314722	species	3655384	1	1	0.0
Streptococcus gallolyticus	315405	species	2285714	24	11	7.46624e-07
Staphylococcus phage PT1028	320831	species	15603	12866	0	0.242277
Staphylococcus phage phiETA3	326037	species	43282	1	0	4.3907e-18
Candidatus Accumulibacter phosphatis	327160	species	5306133	1	0	8.14355e-45
Salmonella phage SE1	329864	species	41941	1	0	0.0
Nitrospira defluvii	330214	species	4317083	1	0	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	4	0	2.32258e-07
Erwinia tasmaniensis	338565	species	4067864	5	1	0
Actinoalloteichus hymeniacidonis	340345	species	6306386	1	1	0.0
Herbaspirillum hiltneri	341045	species	4965474	1	0	0.0
Micavibrio aeruginosavorus	349221	species	2470296	2	0	2.52584e-23
Xenorhabdus hominickii	351679	species	4522699	1	0	0.0
Caulobacter sp. K31	366602	species	5889399	2	2	0.0
Microbacterium sp. XT11	367477	species	3475315	3	3	0.0
Cupriavidus sp. USMAA1020	367825	species	7949449	13	0	1.40214e-10
Gallionella capsiferriformans	370405	species	3162471	1	1	1.34387e-07
Enterobacteria phage 933W sensu lato	374810	species	61042	1133	0	0.0
Lactobacillus backii	375175	species	14123253	2447	0	9.33085e-67
Nitratiruptor sp. SB155-2	387092	species	1877931	1	0	0.0
Staphylococcus phage phiNM3	387909	species	44061	5263	0	0
Coraliomargarita akajimensis	395922	species	3750771	8	0	0
Zunongwangia profunda	398743	species	5128187	1	1	0.0
Enterobacter sp. 638	399742	species	4676461	24	7	0
Corynebacterium ureicelerivorans	401472	species	2328278	1	0	1.02478e-37
Shewanella piezotolerans	404011	species	5396476	2	1	0.0
Salinicoccus halodurans	407035	species	2778379	12	0	0.0
Streptomyces xiamenensis	408015	species	5961401	1	0	0.0
Cronobacter	413496	genus	0	2516	0	0.0
Cronobacter dublinensis	413497	species	4628405	2121	2	0
Cronobacter muytjensii	413501	species	4364114	24	1	0
Cronobacter turicensis	413502	species	4599092	960	2	0
Cronobacter malonaticus	413503	species	4516853	30	8	0
Enterobacteria phage cdtI	414970	species	47021	1996	0	0
Methylobacterium sp. 4-46	426117	species	7737025	6	1	0.0
Staphylococcus phage tp310-1	445515	species	42232	1	1	1.00633e-05
Staphylococcus phage tp310-3	445517	species	42973	1	0	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	3	0	6.75241e-36
Chloracidobacterium thermophilum	458033	species	3695372	1	0	0.0
Alkaliphilus oremlandii	461876	species	3123558	1	0	0.0
Pantoea vagans	470934	species	4888338	54	1	0
Methanosphaerula palustris	475088	species	2922917	1	1	0.0
Serratia sp. SCBI	488142	species	5101896	4	0	0.0
Burkholderia contaminans	488447	species	8509249	2	2	0.0
Kosakonia oryzae	497725	species	5303342	5270	14	4.04779e-07
Azospirillum thiophilum	528244	species	7609458	3	0	4.6097e-39
Cronobacter universalis	535744	species	4436873	8	1	1.49742e-07
Geobacillus sp. Y412MC61	544556	species	3667901	2	0	0.0
Stx2-converting phage 1717	563769	species	62147	2595	0	0
Enterobacteria phage YYZ-2008	564886	species	54896	2018	0	9.8123e-13
Luteipulveratus mongoliensis	571913	species	5420910	2	2	0.0
Photorhabdus temperata	574560	species	5147098	5680	0	8.29249e-08
Staphylococcus phage Ipla88	575608	species	42526	2	0	1.04516e-17
Bacillus cytotoxicus	580165	species	4094159	14	14	0.0
Pantoea sp. At-9b	592316	species	6312783	1697	2	0
Sphingobium sp. SYK-6	627192	species	4348133	2	0	0.0
Bacillus beveridgei	632773	species	3582268	1	1	0.0
Lactobacillus koreensis	637971	species	3006812	1	0	0.0
Burkholderia sp. CCGE1001	640510	species	7253494	2	0	0.0
Burkholderia sp. CCGE1002	640511	species	7884858	1	0	0.0
Staphylococcus phage P954	668618	species	40761	5262	0	0.0580428
Geobacillus sp. C56-T3	691437	species	3650813	2	0	0.0
Enterobacteriaceae bacterium strain FGI 57	693444	species	4762179	6584	23	0
Novosphingobium sp. PP1Y	702113	species	5313905	1	0	0.0
Actinomyces sp. oral taxon 414	712122	species	3836419	6	0	0.0
Streptococcus sp. oral taxon 431	712633	species	2177905	7428	2	1.4721e-26
Selenomonas sp. oral taxon 136	713030	species	2458072	1	1	0.0
Salmonella phage ST160	714583	species	40986	1	0	0.0
Rahnella sp. Y9602	741091	species	5614252	1770	0	6.46289e-61
Sphingomonas sp. MM-1	745310	species	4633613	1	0	0.0
Azoarcus sp. KH32C	748247	species	5818755	2	0	6.33204e-22
Pseudogulbenkiania sp. NH8B	748280	species	4332995	1	0	2.6338e-30
Burkholderia sp. RPE64	758793	species	6964487	4	1	0.0
Opitutaceae bacterium TAV5	794903	species	7417673	3	0	0.0
Kibdelosporangium phytohabitans	860235	species	11759770	2	1	0
Staphylococcus phage phi5967PVL	874267	species	42461	3	0	1.70297e-17
Cupriavidus sp. USMAA2-4	876364	species	8698226	13	0	2.01307e-21
Plautia stali symbiont	891974	species	4092852	14	5	1.04183e-07
Methylobacterium sp. AMS5	925818	species	5599206	2	0	1.42371e-17
Pseudomonas brassicacearum	930166	species	13594158	1	0	0.0
Enterobacteria phage VT2phi_272	936054	species	65955	1	0	0.0
Paraburkholderia sprentiae	948107	species	7829542	1	0	1.66556e-48
Leuconostoc sp. C2	979982	species	1877273	3	3	6.79167e-07
Brucella vulpis	981386	species	3238137	1	0	0.0
Staphylococcus argenteus	985002	species	2787638	105068	40	5.14538e-06
Staphylococcus agnetis	985762	species	2503399	2	2	0.0
Pantoea rwandensis	1076550	species	4327607	7	0	1.96651e-07
Dickeya solani	1089444	species	4919833	2067	6	0
Burkholderia sp. YI23	1097668	species	8896411	3	0	0.0
Klebsiella michiganensis	1134687	species	29869212	1236	2	0
Lysinibacillus varians	1145276	species	4662822	1	0	9.12205e-08
Enterobacteria phage mEp460	1147152	species	44510	1872	0	1.66223e-14
Streptococcus sp. I-G2	1156431	species	1992567	3267	0	1.08553e-33
Streptococcus sp. I-P16	1156433	species	2023580	3264	0	7.30738e-34
Kosakonia sacchari	1158459	species	4902066	4651	0	2.64794e-07
Cronobacter condimenti	1163710	species	4499482	112	1	0
Pectobacterium sp. SCC3193	1166016	species	5164411	6	0	0
Enterobacter sp. R4-368	1166130	species	5155034	3176	4	0
Staphylococcus phage TEM123	1168613	species	43786	3	0	0.0
Halomonas huangheensis	1178482	species	4757486	2	2	0.0
Lactobacillus hokkaidonensis	1193095	species	2400586	6	6	0.0
Fictibacillus phosphorivorans	1221500	species	4230665	2	2	0.0
Enterobacteria phage SfI	1225789	species	38389	1133	0	1.53427e-13
Geobacillus sp. GHH01	1233873	species	3583134	6	6	7.12422e-07
Sodalis praecaptivus	1239307	species	5159425	1	0	0.0
Pseudomonas sp. FGI182	1259844	species	5891312	5	0	7.24872e-18
Edwardsiella piscicida	1263550	species	3891903	3	0	0
Bradyrhizobium icense	1274631	species	8322773	1	1	0.0
Magnetospira sp. QH-2	1288970	species	4052370	1	1	0.0
Photobacterium gaetbulicola	1295392	species	5909413	2	0	0.0
Enterobacter xiangfangensis	1296536	species	4661849	13	0	0
Staphylococcus phage StauST398-4	1308896	species	42906	4	0	0.0
'Deinococcus soli' Cha et al. 2014	1309411	species	3236984	3	3	0.0
Enterobacter lignolyticus	1334193	species	4814049	4023	2	9.22373e-15
Pseudomonas sp. JY-Q	1338689	species	6178825	2	0	7.6985e-18
Geobacillus sp. JF8	1345697	species	3486308	1	1	1.22038e-07
Staphylococcus phage SA12	1347760	species	42902	810	0	2.97303e-18
Aureimonas sp. AU20	1349819	species	5210858	1	0	0.0
Cupriavidus sp. USMAHM13	1389192	species	7820821	15	2	3.30977e-07
Vulgatibacter incomptus	1391653	species	4350553	1	0	0
Pseudomonas sp. TKP	1415630	species	7012672	1	1	0.0
Gynuella sunshinyii	1445505	species	6475959	1	1	0.0
Aneurinibacillus sp. XH2	1450761	species	3664835	5	5	5.79827e-07
Klebsiella quasipneumoniae	1463165	species	5586672	22	0	0
