name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	8	7	0
Cellulomonas gilvus	11	species	3526441	1	0	0.0
Myxococcus fulvus	33	species	10026214	7	0	0
Sorangium cellulosum	56	species	13907952	1	1	0.0
Lysobacter	68	genus	0	2	0	0.0
Caulobacter	75	genus	0	1	0	0.0
Leptothrix	88	genus	0	1	0	0.0
Methylocystis	133	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	2	0	0
Azospirillum lipoferum	193	species	7223069	3	0	7.36896e-06
Helicobacter	209	genus	0	1	0	0.0
Achromobacter	222	genus	0	5	0	0.0
Paracoccus denitrificans	266	species	5236194	1	1	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0
Comamonas	283	genus	0	6	0	0.0
Comamonas testosteroni	285	species	5695231	21	7	2.88663e-05
Pseudomonas	286	genus	0	28	0	0.0
Pseudomonas aeruginosa	287	species	22457305	30	8	8.55538e-06
Burkholderia cepacia	292	species	13365495	4	0	1.75936e-35
Pseudomonas fluorescens	294	species	14826544	4	0	0
Pseudomonas mendocina	300	species	5293211	1	0	0.0
Pseudomonas putida	303	species	6888188	11	3	1.44491e-05
Ralstonia solanacearum	305	species	11186335	9	0	0.0
Pseudomonas stutzeri	316	species	7755802	21	8	1.59168e-05
Pseudomonas syringae	317	species	6129101	3	0	0.0
Ralstonia pickettii	329	species	6378979	14	7	2.72434e-05
Pseudomonas pseudoalcaligenes	330	species	4691662	2	1	0.0
Burkholderia glumae	337	species	7333967	3	2	1.44206e-70
Xanthomonas	338	genus	0	30	4	0.0
Xanthomonas campestris	339	species	7063896	14	0	0
Xanthomonas translucens	343	species	4638247	16	0	0
Xanthomonas citri	346	species	17318955	6	0	0
Xanthomonas oryzae	347	species	17545599	6	1	0
Azotobacter chroococcum	353	species	5192286	5	1	0
Azotobacter vinelandii	354	species	5351632	1	0	3.32793e-06
Rhizobiales	356	order	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	4	0	0
Agrobacterium vitis	373	species	6320946	1	1	0.0
Bradyrhizobium japonicum	375	species	9215796	1	1	0.0
Sinorhizobium fredii	380	species	6891900	1	1	0.0
Methylobacillus flagellatus	405	species	2971517	2	1	0
Moraxellaceae	468	family	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	1	0	0
Alcaligenaceae	506	family	0	3	0	0.0
Alcaligenes faecalis	511	species	4248684	346	327	0.000981943
Bordetella	517	genus	0	14	0	0.0
Bordetella bronchiseptica	518	species	6491145	8	0	0
Bordetella parapertussis	519	species	4815611	8	0	4.07694e-06
Bordetella pertussis	520	species	48698463	2	0	9.30734e-62
Bordetella avium	521	species	3732255	1	1	0.0
Ochrobactrum anthropi	529	species	5053471	1	1	3.51187e-06
Beijerinckia indica	533	species	4418616	1	0	4.29375e-282
Chromobacterium violaceum	536	species	4751080	1	0	0.0
Enterobacteriaceae	543	family	0	72	21	0.0
Citrobacter	544	genus	0	13	0	0.0
Citrobacter koseri	545	species	4735357	1058	0	2.56507e-35
Citrobacter freundii	546	species	16193243	139	1	0
Enterobacter	547	genus	0	13	0	0.0
[Enterobacter] aerogenes	548	species	10750562	1038	0	1.98389e-62
Pantoea agglomerans	549	species	9924054	10	0	0
Enterobacter cloacae	550	species	10083180	34	1	0
Erwinia	551	genus	0	1	0	0.0
Pantoea ananatis	553	species	4842757	8	1	3.66941e-06
Pectobacterium carotovorum	554	species	4852842	4	0	0.0
Escherichia	561	genus	0	75	0	0.0
Escherichia coli	562	species	12319210	61557	23561	0.0871303
Shimwellia blattae	563	species	4158725	43	0	0
Escherichia fergusonii	564	species	4643861	4286	14	1.41262e-05
Hafnia alvei	569	species	6928293	65	0	0
Klebsiella	570	genus	0	16	0	0.0
Klebsiella oxytoca	571	species	16779606	8	0	3.16082e-300
Klebsiella pneumoniae	573	species	15713353	1114	10	1.96635e-05
Serratia	613	genus	0	2	0	0.0
Serratia liquefaciens	614	species	7946985	9	0	0
Serratia marcescens	615	species	8465231	9	0	6.64431e-23
Shigella	620	genus	0	6773	0	0.0
Shigella boydii	621	species	4698475	7937	9	1.93097e-33
Shigella dysenteriae	622	species	4560911	7361	17	1.68424e-29
Shigella flexneri	623	species	4763519	7005	0	3.09378e-21
Shigella sonnei	624	species	6798914	9274	9	7.47979e-36
Yersinia	629	genus	0	120	0	0.0
Yersinia enterocolitica	630	species	14308813	3	0	0
Yersinia intermedia	631	species	4859749	1	0	0.0
Yersinia pestis	632	species	7124135	10	0	0
Yersinia pseudotuberculosis	633	species	9565781	3	0	0.0
Edwardsiella	635	genus	0	5	0	0.0
Vibrio	662	genus	0	5	0	0.0
Plesiomonas shigelloides	703	species	3405979	5	0	0
Pasteurellaceae	712	family	0	1	0	0.0
Nitrosomonas europaea	915	species	2812094	1	0	0
Starkeya novella	921	species	4765023	1	0	0.0
Herbaspirillum	963	genus	0	2	0	0.0
Herbaspirillum seropedicae	964	species	8221139	5	0	7.96173e-32
Rhodomicrobium vannielii	1069	species	4014469	1	0	4.42185e-06
Rhodopseudomonas palustris	1076	species	5408501	1	0	0.0
Blastochloris viridis	1079	species	11174693	2	2	0.0
Porphyrobacter neustonensis	1112	species	3090363	3	0	7.51025e-12
Leuconostoc mesenteroides	1245	species	1966146	150	0	0
Leuconostoc lactis	1246	species	1788069	94	0	0
Leuconostoc carnosum	1252	species	1773468	149	0	0
Pediococcus acidilactici	1254	species	2131361	3	3	2.49568e-05
Micrococcus luteus	1270	species	2501097	3	3	0.0
Staphylococcus	1279	genus	0	820	758	0.0
Staphylococcus aureus	1280	species	7252422	29102	26199	0.0709859
Staphylococcus carnosus	1281	species	2605765	3	3	0.0
Staphylococcus hyicus	1284	species	2472129	22	0	0.0
Staphylococcus simulans	1286	species	2647552	7	7	5.06013e-05
Staphylococcus schleiferi	1295	species	12494798	1	1	0.0
Streptococcus	1301	genus	0	12	0	0.0
Streptococcus oralis	1303	species	1958690	266	0	0
Streptococcus sanguinis	1305	species	2388435	3	0	0
Streptococcus suis	1307	species	2683756	115	0	0
Streptococcus thermophilus	1308	species	3463400	84	2	1.03062e-05
Streptococcus mutans	1309	species	2017559	10488	9885	0.0910711
Streptococcus agalactiae	1311	species	5721038	21932	20188	0.0666596
Streptococcus pneumoniae	1313	species	2272871	1	0	0.0
Streptococcus pyogenes	1314	species	4096430	732	31	0.000135983
Streptococcus anginosus	1328	species	2557124	2	0	0.0
Streptococcus dysgalactiae	1334	species	2149105	737	0	8.75423e-92
Streptococcus equi	1336	species	2140495	2	0	0.0
Streptococcus intermedius	1338	species	1963517	574	4	0
Streptococcus parauberis	1348	species	2143887	2	2	0.0
Enterococcus faecalis	1351	species	3401628	76	5	2.08722e-05
Enterococcus faecium	1352	species	5898717	1	1	3.00585e-06
Lactococcus lactis	1358	species	2704731	83	0	0
Lactococcus garvieae	1363	species	1957049	6	0	0.0
Aerococcus viridans	1377	species	2199877	3	0	0
Bacillus anthracis	1392	species	17446789	3	0	1.05627e-68
Bacillus cereus	1396	species	9676532	7	2	1.0994e-05
Bacillus coagulans	1398	species	4327944	11	11	4.50646e-05
Bacillus thuringiensis	1428	species	10269592	5	0	2.58828e-36
Bacillus atrophaeus	1452	species	4171548	1	1	0.0
Leifsonia xyli	1575	species	2955779	2	2	0.0
Lactobacillus	1578	genus	0	160	0	0.0
Lactobacillus brevis	1580	species	2493592	1111	9	1.46018e-05
Lactobacillus buchneri	1581	species	2575738	485	391	0.00265654
Lactobacillus casei	1582	species	3039836	82	82	0.000462008
Lactobacillus delbrueckii	1584	species	1920382	406	7	5.6235e-05
Lactobacillus helveticus	1587	species	3148198	357	0	0
Lactobacillus plantarum	1590	species	8684028	62	49	9.40075e-05
Lactobacillus paracasei	1597	species	4200086	170	1	0
Lactobacillus reuteri	1598	species	2811237	95	0	0
Lactobacillus acetotolerans	1600	species	1704859	76	0	0
Lactobacillus fermentum	1613	species	2108824	42034	39528	0.342691
Lactobacillus sanfranciscensis	1625	species	1375770	77	0	0.0
Listeria monocytogenes	1639	species	5926303	12	0	0
Listeria innocua	1642	species	3093113	12	0	0
Bifidobacterium asteroides	1684	species	2167304	2	0	2.62601e-37
Brevibacterium linens	1703	species	8072179	1	1	0.0
Propionibacterium acnes	1747	species	3361368	31	30	0.00016352
Mycobacterium smegmatis	1772	species	20962296	60	55	5.03793e-05
Mycobacterium neoaurum	1795	species	5421267	1	0	2.76305e-06
Mycobacterium chubuense	1800	species	6342624	2	0	1.62939e-23
Amycolatopsis methanolica	1814	species	7237391	2	2	0.0
Geodermatophilus obscurus	1861	species	5322497	3	1	0.0
Actinoplanes missouriensis	1866	species	8773466	1	1	0.0
Thermomonospora curvata	2020	species	5639016	11	9	0.0
Pimelobacter simplex	2045	species	5637360	2	0	0
Rothia dentocariosa	2047	species	2506025	1	1	7.07521e-06
Xylella fastidiosa	2371	species	2609554	1	1	0.0
Roseobacter denitrificans	2434	species	4331234	1	1	0.0
Halomonas elongata	2746	species	4061296	1	0	0.0
Homo sapiens	9606	species	3238442024	9839	7001	3.80843e-05
Siphoviridae	10699	family	47340	63	0	0.0
Escherichia virus HK022	10742	species	40751	2	0	6.13312e-51
Acidovorax	12916	genus	0	1	0	0.0
Burkholderia mallei	13373	species	18282343	3	0	0.0
Sphingomonas	13687	genus	0	2	0	0.0
Bifidobacterium animalis	28025	species	2054141	3	1	2.5895e-05
Streptococcus mitis	28037	species	3110438	268	0	0
Rubrivivax gelatinosus	28068	species	5043253	3	2	0.0
Burkholderia gladioli	28095	species	8975879	4	0	6.17609e-298
Cronobacter sakazakii	28141	species	5648091	5	0	1.353e-92
Serratia proteamaculans	28151	species	5495657	7	0	0
Yersinia kristensenii	28152	species	4496569	5	0	0
Halomonadaceae	28256	family	0	6	0	0.0
Komagataeibacter xylinus	28448	species	3905082	2	0	0.0
Burkholderia pseudomallei	28450	species	11222453	6	3	0.0
Salmonella enterica	28901	species	6689149	10699	69	0
Staphylococcus saprophyticus	29385	species	3903594	1	1	0.0
Staphylococcus capitis	29388	species	2503265	1139	0	2.71215e-46
Xanthomonas albilineans	29447	species	3852299	3	0	0.0
Rhizobium etli	29449	species	6784960	2	0	0
Yersinia frederiksenii	29484	species	4550894	5	0	0
Rhodobacteraceae	31989	family	0	1	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	1	0	0.0
Achromobacter denitrificans	32002	species	6226215	46	5	3.40889e-05
Burkholderia	32008	genus	0	13	0	0.0
Thiomonas	32012	genus	0	1	0	0.0
Xanthomonadaceae	32033	family	0	9	0	0.0
synthetic construct	32630	species	26537524	352	8	5.4136e-06
Cutibacterium avidum	33010	species	2627993	1	1	0.0
Thauera	33057	genus	0	2	0	0.0
Anoxybacillus flavithermus	33934	species	2846746	1	0	0
Geobacillus thermodenitrificans	33940	species	3608012	1	0	0
Paracoccus aminophilus	34003	species	4873118	4	1	0.0
Leptothrix cholodnii	34029	species	4909403	1	1	0.0
Rahnella	34037	genus	0	1	0	0.0
Rahnella aquatilis	34038	species	5656799	9	0	0
Moraxella osloensis	34062	species	2649137	32	0	0
Variovorax	34072	genus	0	1	0	0.0
Variovorax paradoxus	34073	species	6817856	23	3	0
Citrobacter amalonaticus	35703	species	7931914	166	1	0
Rhodovulum sulfidophilum	35806	species	6638597	1	1	2.67273e-06
Pseudomonas cichorii	36746	species	5986012	13	13	0.0
Thiobacillus denitrificans	36861	species	2909809	1	0	7.63263e-275
Nocardia seriolae	37332	species	8304518	1	0	0.0
Marichromatium purpuratum	37487	species	3779112	1	0	0.0
Enterococcus casseliflavus	37734	species	3427276	1	1	5.1734e-06
Sinomonas atrocyanea	37927	species	4492204	2	0	0.0
Mesorhizobium ciceri	39645	species	6838036	3	0	0
Erythrobacter litoralis	39960	species	3151875	2	0	0.0
Acinetobacter johnsonii	40214	species	4081329	6	5	2.60673e-05
Stenotrophomonas	40323	genus	0	14	0	0.0
Stenotrophomonas maltophilia	40324	species	6512435	1458	1341	0.00365308
Actinosynnema mirum	40567	species	8248144	2	2	2.14965e-06
Brevundimonas	41275	genus	0	1	0	0.0
Rhodospirillaceae	41295	family	0	1	0	0.0
Sphingomonadaceae	41297	family	0	1	0	0.0
Burkholderia plantarii	41899	species	8081051	3	0	1.31681e-114
Chromohalobacter	42054	genus	0	1	0	0.0
Pseudomonas alcaligenes	43263	species	4406305	1	1	0.0
Pseudomonas denitrificans	43306	species	5696307	1	0	6.13239e-17
Bradyrhizobium oligotrophicum	44255	species	8264165	2	1	2.11667e-65
Streptococcus cristatus	45634	species	2142100	19	0	0
Staphylococcus pasteuri	45972	species	2559946	16	0	9.36367e-180
Autographa californica nucleopolyhedrovirus	46015	leaf	133894	12	1	0
Sphingobium chlorophenolicum	46429	species	4573221	1	0	0.0
Lactobacillus rhamnosus	47715	species	3484485	379	1	0
Serratia fonticola	47917	species	12326310	2	1	0
Acinetobacter pittii	48296	species	6018266	1	1	0.0
Xanthomonas fragariae	48664	species	8565300	5	0	0
Ralstonia	48736	genus	0	3	0	0.0
Novosphingobium aromaticivorans	48935	species	4233314	3	1	4.2762e-06
Pediococcus damnosus	51663	species	11570178	165	0	0
Meiothermus silvanus	52022	species	3721669	2	2	9.52834e-06
Pantoea	53335	genus	0	48	0	0.0
Pseudomonas resinovorans	53412	species	6484828	4	0	0
Xanthomonas axonopodis	53413	species	5343358	8	0	0
Nakamurella multipartita	53461	species	6060298	1	1	0.0
Raoultella ornithinolytica	54291	species	13911666	4	0	0
Salmonella bongori	54736	species	4542714	5	0	0
Pectobacterium wasabiae	55208	species	5043228	5	0	1.97089e-164
Magnetospirillum gryphiswaldense	55518	species	4365796	4	0	0.0
Xanthomonas sacchari	56458	species	5006106	8	0	0
Rhizobium gallicum	56730	species	7311190	1	1	0.0
Burkholderia thailandensis	57975	species	9210179	1	0	0.0
Streptococcus macedonicus	59310	species	2142762	3	0	0
Cyanobium gracile	59930	species	3342364	3	3	0.0
Phaeobacter gallaeciensis	60890	species	4300940	1	0	0
Enterobacter asburiae	61645	species	6470569	21	0	1.07026e-141
Lelliottia amnigena	61646	species	4616371	20	0	1.07273e-57
Pluralibacter gergoviae	61647	species	5489680	2	0	0.0
Kluyvera intermedia	61648	species	6166452	35	0	0
Serratia rubidaea	61652	species	4922834	5	2	3.96019e-06
Azoarcus sp. BH72	62928	species	4376040	3	0	0
Citrobacter rodentium	67825	species	5444283	75	0	0
Streptomyces griseochromogenes	68214	species	10764674	1	1	0.0
Streptomyces violaceusniger	68280	species	11138313	1	0	0.0
Caulobacter henricii	69395	species	3957288	1	0	0
Macrococcus caseolyticus	69966	species	2219737	1	1	7.98773e-06
Pseudomonas plecoglossicida	70775	species	6233254	5	0	0
Kocuria palustris	71999	species	2854447	4	4	1.24232e-05
Brevundimonas subvibrioides	74313	species	3445263	9	2	0
Pseudomonas balearica	74829	species	4383480	1	0	0
Paraburkholderia caribensis	75105	species	13917408	1	0	0.0
Rhodanobacter	75309	genus	0	1	0	0.0
Rhodocyclaceae	75787	family	0	3	0	0.0
Pseudomonas monteilii	76759	species	5553188	2	0	4.17638e-26
Streptococcus constellatus	76860	species	1954077	291	0	0
Pseudomonas mosselii	78327	species	6247860	4	0	5.71593e-18
Asticcacaulis excentricus	78587	species	4308776	1	0	2.05331e-245
Burkholderiales	80840	order	0	5	3	0.0
Comamonadaceae	80864	family	0	14	0	0.0
Delftia	80865	genus	0	10	0	0.0
Delftia acidovorans	80866	species	6767514	660	180	0.00135038
Acidovorax avenae	80867	species	5482170	8	2	6.68689e-06
Acidovorax citrulli	80869	species	5352772	18	0	1.38881e-05
Methylovorus	81682	genus	0	1	0	0.0
Rhizobiaceae	82115	family	0	3	0	0.0
Cupriavidus gilardii	82541	species	5578743	3	1	3.4591e-06
Obesumbacterium proteus	82983	species	5011796	3	0	0
Aminobacter aminovorans	83263	species	6890726	2	2	0.0
gamma proteobacterium HdN1	83406	species	4587455	1	1	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	13	0	8.40774e-08
Pseudoxanthomonas	83618	genus	0	1	0	0.0
Leclercia adecarboxylata	83655	species	4803917	19	2	7.40757e-06
Magnetospirillum magneticum	84159	species	4967148	2	0	0.0
Lysobacter antibioticus	84531	species	11681564	18	7	0
Aeromonadaceae	84642	family	0	2	0	0.0
Glycomycetaceae	85034	family	0	3	0	0.0
Achromobacter xylosoxidans	85698	species	9063264	79	37	8.8705e-05
Burkholderia multivorans	87883	species	13696114	4	2	1.81328e-137
Caulobacter segnis	88688	species	4655622	5	2	5.76921e-234
Enterobacterales	91347	order	0	4	0	0.0
Ketogulonicigenium vulgare	92945	species	5302341	1	1	0.0
Pandoraea norimbergensis	93219	species	6167370	6	0	1.58593e-112
Pandoraea pnomenusa	93220	species	11008666	7	1	1.69383e-06
Pandoraea pulmonicola	93221	species	5867621	2	0	0.0
Ramlibacter tataouinensis	94132	species	4493411	13	0	1.92073e-17
Dyadobacter fermentans	94254	species	6967790	1	1	2.54466e-06
Bordetella petrii	94624	species	5287950	5	0	1.14176e-12
Burkholderia stabilis	95485	species	8527947	2	0	7.32838e-18
Burkholderia cenocepacia	95486	species	15410767	3	0	4.29595e-25
Lactobacillus mucosae	97478	species	2434610	870	765	0.00553604
Bacillus sp. OxB-1	98228	species	3594618	2	2	0.0
Burkholderia ubonensis	101571	species	22281372	1	0	0.0
