name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Lysobacter	68	genus	0	1	0	0.0
Leptospira biflexa	172	species	3953768	1	1	0.0
Azospirillum	191	genus	0	4	0	0.0
Achromobacter	222	genus	0	12	0	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0
Comamonas	283	genus	0	7	0	0.0
Comamonas testosteroni	285	species	5695231	22	13	9.5966e-06
Pseudomonas	286	genus	0	21	0	0.0
Pseudomonas aeruginosa	287	species	22457305	33	20	3.11525e-06
Burkholderia cepacia	292	species	13365495	8	0	0
Pseudomonas fluorescens	294	species	14826544	12	7	0
Pseudomonas mendocina	300	species	5293211	3	0	1.64472e-13
Pseudomonas putida	303	species	6888188	17	9	7.43833e-06
Ralstonia solanacearum	305	species	11186335	7	4	3.43242e-07
Pseudomonas stutzeri	316	species	7755802	7	0	0.0
Pseudomonas syringae	317	species	6129101	1	1	0.0
Ralstonia pickettii	329	species	6378979	12	10	3.37953e-06
Pseudomonas pseudoalcaligenes	330	species	4691662	1	1	8.66413e-07
Xanthomonas	338	genus	0	22	1	0.0
Xanthomonas campestris	339	species	7063896	9	0	1.38973e-15
Xanthomonas translucens	343	species	4638247	33	2	1.27211e-06
Xanthomonas citri	346	species	17318955	12	0	5.88314e-14
Xanthomonas oryzae	347	species	17545599	20	4	1.14562e-13
Azotobacter chroococcum	353	species	5192286	2	0	5.49091e-36
Azotobacter vinelandii	354	species	5351632	2	0	2.33853e-36
Rhizobiales	356	order	0	1	0	0.0
Bradyrhizobium sp.	376	species	7547693	1	1	0.0
Mesorhizobium loti	381	species	7539018	1	0	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Moraxellaceae	468	family	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	1	0	0.0
Alcaligenaceae	506	family	0	16	0	0.0
Alcaligenes faecalis	511	species	4248684	3	0	7.55155e-32
Bordetella	517	genus	0	32	0	0.0
Bordetella bronchiseptica	518	species	6491145	14	2	0
Bordetella parapertussis	519	species	4815611	6	0	2.95683e-06
Bordetella pertussis	520	species	48698463	6	0	2.88645e-19
Bordetella avium	521	species	3732255	1	1	0.0
Acidiphilium cryptum	524	species	3963080	2	0	5.85997e-16
Ochrobactrum anthropi	529	species	5053471	3	2	1.91051e-06
Enterobacteriaceae	543	family	0	243	99	0.0
Citrobacter	544	genus	0	66	0	0.0
Citrobacter koseri	545	species	4735357	5890	2	7.15577e-07
Citrobacter freundii	546	species	16193243	519	0	3.28828e-59
Enterobacter	547	genus	0	35	0	0.0
[Enterobacter] aerogenes	548	species	10750562	5979	0	5.73833e-28
Pantoea agglomerans	549	species	9924054	19	0	2.82326e-14
Enterobacter cloacae	550	species	10083180	71	0	2.36759e-65
Erwinia	551	genus	0	2	0	0.0
Pantoea ananatis	553	species	4842757	19	0	4.98044e-38
Pectobacterium carotovorum	554	species	4852842	8	0	0.0
Escherichia	561	genus	0	343	0	0.0
Escherichia coli	562	species	12319210	316145	137794	0.0818232
Shimwellia blattae	563	species	4158725	151	1	2.50953e-51
Escherichia fergusonii	564	species	4643861	23737	70	4.52012e-05
Hafnia alvei	569	species	6928293	311	0	1.63944e-16
Klebsiella	570	genus	0	22	0	0.0
Klebsiella oxytoca	571	species	16779606	82	0	5.00211e-07
Klebsiella pneumoniae	573	species	15713353	6154	5	1.66337e-06
Providencia stuartii	588	species	6521015	1	1	0.0
Serratia	613	genus	0	10	0	0.0
Serratia liquefaciens	614	species	7946985	11	0	3.20376e-16
Serratia marcescens	615	species	8465231	5	0	3.03013e-15
Shigella	620	genus	0	41613	0	0.0
Shigella boydii	621	species	4698475	48062	23	6.63928e-14
Shigella dysenteriae	622	species	4560911	44620	22	2.676e-06
Shigella flexneri	623	species	4763519	42941	9	8.73219e-06
Shigella sonnei	624	species	6798914	54501	8	1.05813e-06
Xenorhabdus	626	genus	0	2	0	0.0
Yersinia	629	genus	0	1030	0	0.0
Yersinia enterocolitica	630	species	14308813	13	0	1.22103e-13
Yersinia intermedia	631	species	4859749	1	0	0.0
Yersinia pestis	632	species	7124135	10	0	3.52128e-47
Yersinia pseudotuberculosis	633	species	9565781	1	0	0.0
Edwardsiella	635	genus	0	124	0	0.0
Aeromonas	642	genus	0	1	0	0.0
Aeromonas salmonicida	645	species	5040536	1	1	0.0
Grimontia hollisae	673	species	3998273	1	1	0.0
Plesiomonas shigelloides	703	species	3405979	122	0	8.24189e-63
Gallibacterium anatis	750	species	2694139	1	1	1.19345e-06
Desulfovibrio africanus	873	species	4200534	1	0	7.39537e-56
Nitrobacter winogradskyi	913	species	3402093	1	0	0.0
Nitrosomonas eutropha	916	species	2781824	1	0	0.0
Thiobacillus	919	genus	0	1	0	0.0
Starkeya novella	921	species	4765023	4	0	6.8316e-07
Herbaspirillum	963	genus	0	3	0	0.0
Herbaspirillum seropedicae	964	species	8221139	1	1	0.0
Rhodobacter sphaeroides	1063	species	5768316	3	1	0.0
Rhodopseudomonas palustris	1076	species	5408501	3	2	9.06555e-38
Blastochloris viridis	1079	species	11174693	2	2	0.0
Porphyrobacter neustonensis	1112	species	3090363	2	1	3.39497e-18
Gammaproteobacteria	1236	class	0	1	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	639	0	1.74179e-50
Leuconostoc lactis	1246	species	1788069	363	0	2.64477e-56
Oenococcus oeni	1247	species	1780517	2	0	0.0
Leuconostoc carnosum	1252	species	1773468	638	0	3.67526e-49
Pediococcus acidilactici	1254	species	2131361	1	1	1.50857e-06
Micrococcus luteus	1270	species	2501097	1	1	1.28556e-06
Staphylococcus	1279	genus	0	1464	1281	0.0
Staphylococcus aureus	1280	species	7252422	187777	171113	0.0823804
Staphylococcus carnosus	1281	species	2605765	8	7	0.0
Staphylococcus epidermidis	1282	species	3296362	3	0	1.93336e-34
Staphylococcus haemolyticus	1283	species	2629003	3	1	5.96873e-17
Staphylococcus hyicus	1284	species	2472129	3	0	0.0
Staphylococcus simulans	1286	species	2647552	9	9	1.11584e-05
Staphylococcus warneri	1292	species	2560716	2	0	3.49104e-10
Staphylococcus schleiferi	1295	species	12494798	11	0	1.84976e-50
Streptococcus	1301	genus	0	57	1	0.0
Streptococcus oralis	1303	species	1958690	1532	0	1.40769e-21
Streptococcus sanguinis	1305	species	2388435	4	0	1.16002e-76
Streptococcus suis	1307	species	2683756	431	0	7.49859e-42
Streptococcus thermophilus	1308	species	3463400	232	0	1.38871e-50
Streptococcus mutans	1309	species	2017559	60511	56060	0.0960545
Streptococcus agalactiae	1311	species	5721038	112862	101448	0.0630054
Streptococcus pneumoniae	1313	species	2272871	4	0	0.0
Streptococcus pyogenes	1314	species	4096430	5544	143	0.00011777
Streptococcus anginosus	1328	species	2557124	3	0	0.0
Streptococcus dysgalactiae	1334	species	2149105	4332	2	5.36437e-13
Streptococcus equi	1336	species	2140495	1	1	0.0
Streptococcus intermedius	1338	species	1963517	4258	5	1.76618e-06
Streptococcus parauberis	1348	species	2143887	15	15	1.50055e-06
Enterococcus faecalis	1351	species	3401628	309	9	8.51593e-06
Enterococcus faecium	1352	species	5898717	3	3	1.63526e-06
Enterococcus gallinarum	1353	species	3821349	2	2	0.0
Enterococcus hirae	1354	species	2908247	1	1	0.0
Lactococcus lactis	1358	species	2704731	353	0	2.47011e-60
Planococcus	1372	genus	0	1	0	0.0
Aerococcus viridans	1377	species	2199877	36	0	4.76988e-70
Bacillus	1386	genus	0	4	4	0.0
Bacillus anthracis	1392	species	17446789	1	0	0
Bacillus cereus	1396	species	9676532	2	0	7.01433e-07
Bacillus coagulans	1398	species	4327944	20	20	1.68381e-05
Bacillus mycoides	1405	species	11312355	1	1	2.97617e-07
Parageobacillus thermoglucosidans	1426	species	5935916	2	2	5.41671e-07
Bacillus thuringiensis	1428	species	10269592	2	0	0
Bacillus smithii	1479	species	3381292	1	1	1.11936e-06
Leifsonia xyli	1575	species	2955779	1	1	0.0
Lactobacillus	1578	genus	0	653	0	0.0
Lactobacillus acidophilus	1579	species	2018718	2	1	0.0
Lactobacillus brevis	1580	species	2493592	7227	41	1.33735e-06
Lactobacillus buchneri	1581	species	2575738	2494	2131	0.00265682
Lactobacillus casei	1582	species	3039836	490	490	0.000516335
Lactobacillus delbrueckii	1584	species	1920382	1047	7	1.18376e-05
Lactobacillus helveticus	1587	species	3148198	913	0	6.98166e-45
Lactobacillus plantarum	1590	species	8684028	31	25	9.26407e-06
Lactobacillus paracasei	1597	species	4200086	672	3	4.91344e-51
Lactobacillus reuteri	1598	species	2811237	653	9	1.65836e-46
Lactobacillus acetotolerans	1600	species	1704859	613	0	3.74159e-40
Lactobacillus amylovorus	1604	species	1977087	1	0	0.0
Lactobacillus fermentum	1613	species	2108824	188841	175159	0.28124
Lactobacillus sanfranciscensis	1625	species	1375770	51	0	0.0
Listeria monocytogenes	1639	species	5926303	59	0	3.96565e-87
Listeria innocua	1642	species	3093113	59	0	1.14864e-78
Bifidobacterium adolescentis	1680	species	3233293	1	0	0.0
Bifidobacterium bifidum	1681	species	2209322	1	1	1.45534e-06
Corynebacterium stationis	1705	species	2853666	1	1	0.0
Propionibacterium acnes	1747	species	3361368	11	11	1.0522e-05
Pseudopropionibacterium propionicum	1750	species	3449360	1	1	0.0
Mycobacterium	1763	genus	0	1	0	0.0
Mycobacterium phlei	1771	species	5349645	2	0	2.1259e-16
Mycobacterium smegmatis	1772	species	20962296	71	64	1.0737e-05
Mycobacterium gilvum	1804	species	5883060	1	0	0.0
Rhodococcus	1827	genus	0	1	0	0.0
Thermomonosporaceae	2012	family	0	1	0	0.0
Rothia dentocariosa	2047	species	2506025	8	8	1.02643e-05
Gordonia terrae	2055	species	5701501	2	0	0.0
Sphaerobacter thermophilus	2057	species	3993764	1	1	8.05083e-07
Homo sapiens	9606	species	3238442024	8575	6311	6.18941e-06
Siphoviridae	10699	family	47340	184	0	0.0
Escherichia virus HK022	10742	species	40751	70	0	3.48636e-13
Sphingomonas	13687	genus	0	1	0	0.0
Bifidobacterium pseudocatenulatum	28026	species	2313752	1	0	0.0
Streptococcus mitis	28037	species	3110438	1538	1	8.69925e-27
Rubrivivax gelatinosus	28068	species	5043253	2	1	6.39583e-07
Burkholderia gladioli	28095	species	8975879	1	0	0.0
Cronobacter sakazakii	28141	species	5648091	12	1	0.0
Serratia proteamaculans	28151	species	5495657	31	0	5.9644e-16
Yersinia kristensenii	28152	species	4496569	46	0	4.6647e-40
Vibrio nigripulchritudo	28173	species	6322155	1	1	0.0
Betaproteobacteria	28216	class	0	1	0	0.0
Halomonadaceae	28256	family	0	6	0	0.0
Salmonella enterica	28901	species	6689149	13997	47	5.24276e-07
Staphylococcus capitis	29388	species	2503265	5245	0	4.1903e-13
Microlunatus phosphovorus	29405	species	5683123	1	0	5.65765e-07
Xanthomonas albilineans	29447	species	3852299	1	1	9.73386e-07
Yersinia frederiksenii	29484	species	4550894	44	0	3.29597e-40
Yersinia rohdei	29485	species	4372253	1	0	7.95973e-42
Yersinia ruckeri	29486	species	7304941	1	0	0.0
Propionibacteriaceae	31957	family	0	1	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	1	0	0.0
Achromobacter denitrificans	32002	species	6226215	428	89	7.63043e-05
Burkholderia	32008	genus	0	11	0	0.0
Xanthomonadaceae	32033	family	0	12	0	0.0
synthetic construct	32630	species	26537524	1320	1	1.29599e-07
Thauera	33057	genus	0	1	0	0.0
Anoxybacillus flavithermus	33934	species	2846746	5	0	1.05776e-117
Geobacillus thermodenitrificans	33940	species	3608012	5	0	0
Paracoccus aminophilus	34003	species	4873118	12	0	0.0
Rahnella	34037	genus	0	1	0	0.0
Rahnella aquatilis	34038	species	5656799	21	0	0
Moraxella osloensis	34062	species	2649137	219	1	4.21318e-52
Variovorax paradoxus	34073	species	6817856	9	6	1.14405e-20
Citrobacter amalonaticus	35703	species	7931914	1004	6	0
Bordetella holmesii	35814	species	3697767	1	0	0.0
Nocardia brasiliensis	37326	species	9436348	2	0	0.0
Marichromatium purpuratum	37487	species	3779112	2	2	0.0
Rhodococcus opacus	37919	species	8880502	3	3	0.0
Oligotropha carboxidovorans	40137	species	5740737	1	0	0.0
Acinetobacter johnsonii	40214	species	4081329	5	5	3.93909e-06
Stenotrophomonas	40323	genus	0	24	0	0.0
Stenotrophomonas maltophilia	40324	species	6512435	924	769	0.000374906
Xenorhabdus bovienii	40576	species	4523083	1	1	0.0
Bradyrhizobiaceae	41294	family	0	4	0	0.0
Pseudomonas denitrificans	43306	species	5696307	6	0	7.10716e-19
Kutzneria albida	43357	species	9874926	2	2	0.0
Pseudoalteromonas rubra	43658	species	5913780	1	1	0.0
Paenibacillus	44249	genus	0	1	0	0.0
Bradyrhizobium oligotrophicum	44255	species	8264165	1	1	3.9162e-07
Streptococcus cristatus	45634	species	2142100	159	0	6.04804e-49
Staphylococcus pasteuri	45972	species	2559946	403	0	2.58162e-06
Lactobacillus rhamnosus	47715	species	3484485	2338	2	8.9063e-38
Pseudomonas azotoformans	47878	species	6859618	3	1	1.09383e-06
Serratia fonticola	47917	species	12326310	1	0	0.0
Xanthomonas fragariae	48664	species	8565300	8	4	9.87426e-20
Pediococcus damnosus	51663	species	11570178	659	0	4.6594e-73
Pantoea	53335	genus	0	138	0	0.0
Pseudomonas citronellolis	53408	species	14631203	1	1	0.0
Xanthomonas axonopodis	53413	species	5343358	9	0	0
Acidimicrobium ferrooxidans	53635	species	2158157	1	1	0.0
Raoultella ornithinolytica	54291	species	13911666	9	1	3.2182e-07
Salmonella bongori	54736	species	4542714	42	1	7.09426e-07
Pectobacterium wasabiae	55208	species	5043228	9	0	0.0
Magnetospirillum gryphiswaldense	55518	species	4365796	13	1	0.0
Xanthomonas sacchari	56458	species	5006106	14	2	3.25595e-06
Streptococcus macedonicus	59310	species	2142762	36	0	1.08626e-63
Burkholderia vietnamiensis	60552	species	14209387	5	1	2.69389e-25
Enterobacter asburiae	61645	species	6470569	45	1	4.97847e-07
Lelliottia amnigena	61646	species	4616371	45	0	2.44949e-57
Pluralibacter gergoviae	61647	species	5489680	10	3	5.86679e-07
Kluyvera intermedia	61648	species	6166452	528	0	2.57415e-47
Acidiphilium multivorum	62140	species	4214744	2	0	4.05832e-16
Azoarcus sp. BH72	62928	species	4376040	4	0	2.13661e-39
Citrobacter rodentium	67825	species	5444283	300	5	1.77926e-06
Cupriavidus basilensis	68895	species	8421483	2	0	2.03699e-35
Deinococcus geothermalis	68909	species	3247018	1	1	9.90235e-07
Pseudomonas sp. VLB120	69328	species	5966222	3	0	0.0
